stateA,stateB,year,weight_atop,weight_arms,final_security_weight
91.0,165.0,1945.0,1.0,0.0,1.0
91.0,200.0,1945.0,1.0,0.0,1.0
91.0,210.0,1945.0,1.0,0.0,1.0
91.0,211.0,1945.0,1.0,0.0,1.0
91.0,212.0,1945.0,1.0,0.0,1.0
91.0,220.0,1945.0,1.0,0.0,1.0
91.0,290.0,1945.0,1.0,0.0,1.0
91.0,315.0,1945.0,1.0,0.0,1.0
91.0,345.0,1945.0,1.0,0.0,1.0
91.0,350.0,1945.0,1.0,0.0,1.0
91.0,365.0,1945.0,1.0,0.0,1.0
91.0,385.0,1945.0,1.0,0.0,1.0
91.0,450.0,1945.0,1.0,0.0,1.0
91.0,530.0,1945.0,1.0,0.0,1.0
91.0,560.0,1945.0,1.0,0.0,1.0
91.0,630.0,1945.0,1.0,0.0,1.0
91.0,640.0,1945.0,1.0,0.0,1.0
91.0,645.0,1945.0,1.0,0.0,1.0
91.0,651.0,1945.0,1.0,0.0,1.0
91.0,670.0,1945.0,1.0,0.0,1.0
91.0,710.0,1945.0,1.0,0.0,1.0
91.0,900.0,1945.0,1.0,0.0,1.0
91.0,920.0,1945.0,1.0,0.0,1.0
92.0,2.0,1945.0,1.0,0.0,1.0
92.0,20.0,1945.0,1.0,0.0,1.0
92.0,40.0,1945.0,1.0,0.0,1.0
92.0,41.0,1945.0,1.0,0.0,1.0
92.0,42.0,1945.0,1.0,0.0,1.0
92.0,70.0,1945.0,1.0,0.0,1.0
92.0,90.0,1945.0,1.0,0.0,1.0
92.0,91.0,1945.0,1.0,0.0,1.0
92.0,93.0,1945.0,1.0,0.0,1.0
92.0,94.0,1945.0,1.0,0.0,1.0
92.0,95.0,1945.0,1.0,0.0,1.0
92.0,100.0,1945.0,1.0,0.0,1.0
92.0,101.0,1945.0,1.0,0.0,1.0
92.0,130.0,1945.0,1.0,0.0,1.0
92.0,135.0,1945.0,1.0,0.0,1.0
92.0,140.0,1945.0,1.0,0.0,1.0
92.0,145.0,1945.0,1.0,0.0,1.0
92.0,150.0,1945.0,1.0,0.0,1.0
92.0,155.0,1945.0,1.0,0.0,1.0
92.0,160.0,1945.0,1.0,0.0,1.0
92.0,165.0,1945.0,1.0,0.0,1.0
92.0,200.0,1945.0,1.0,0.0,1.0
92.0,210.0,1945.0,1.0,0.0,1.0
92.0,211.0,1945.0,1.0,0.0,1.0
92.0,212.0,1945.0,1.0,0.0,1.0
92.0,220.0,1945.0,1.0,0.0,1.0
92.0,290.0,1945.0,1.0,0.0,1.0
92.0,315.0,1945.0,1.0,0.0,1.0
92.0,345.0,1945.0,1.0,0.0,1.0
92.0,350.0,1945.0,1.0,0.0,1.0
92.0,365.0,1945.0,1.0,0.0,1.0
92.0,385.0,1945.0,1.0,0.0,1.0
92.0,450.0,1945.0,1.0,0.0,1.0
92.0,530.0,1945.0,1.0,0.0,1.0
92.0,560.0,1945.0,1.0,0.0,1.0
92.0,630.0,1945.0,1.0,0.0,1.0
92.0,640.0,1945.0,1.0,0.0,1.0
92.0,645.0,1945.0,1.0,0.0,1.0
92.0,651.0,1945.0,1.0,0.0,1.0
92.0,670.0,1945.0,1.0,0.0,1.0
92.0,710.0,1945.0,1.0,0.0,1.0
92.0,900.0,1945.0,1.0,0.0,1.0
92.0,920.0,1945.0,1.0,0.0,1.0
93.0,2.0,1945.0,1.0,0.0,1.0
93.0,20.0,1945.0,1.0,0.0,1.0
93.0,40.0,1945.0,1.0,0.0,1.0
93.0,41.0,1945.0,1.0,0.0,1.0
93.0,42.0,1945.0,1.0,0.0,1.0
93.0,70.0,1945.0,1.0,0.0,1.0
93.0,90.0,1945.0,1.0,0.0,1.0
93.0,91.0,1945.0,1.0,0.0,1.0
93.0,92.0,1945.0,1.0,0.0,1.0
93.0,94.0,1945.0,1.0,0.0,1.0
93.0,95.0,1945.0,1.0,0.0,1.0
93.0,100.0,1945.0,1.0,0.0,1.0
93.0,101.0,1945.0,1.0,0.0,1.0
93.0,130.0,1945.0,1.0,0.0,1.0
93.0,135.0,1945.0,1.0,0.0,1.0
93.0,140.0,1945.0,1.0,0.0,1.0
93.0,145.0,1945.0,1.0,0.0,1.0
93.0,150.0,1945.0,1.0,0.0,1.0
93.0,155.0,1945.0,1.0,0.0,1.0
93.0,160.0,1945.0,1.0,0.0,1.0
93.0,165.0,1945.0,1.0,0.0,1.0
93.0,200.0,1945.0,1.0,0.0,1.0
93.0,210.0,1945.0,1.0,0.0,1.0
93.0,211.0,1945.0,1.0,0.0,1.0
93.0,212.0,1945.0,1.0,0.0,1.0
93.0,220.0,1945.0,1.0,0.0,1.0
93.0,290.0,1945.0,1.0,0.0,1.0
93.0,315.0,1945.0,1.0,0.0,1.0
93.0,345.0,1945.0,1.0,0.0,1.0
93.0,350.0,1945.0,1.0,0.0,1.0
93.0,365.0,1945.0,1.0,0.0,1.0
93.0,385.0,1945.0,1.0,0.0,1.0
93.0,450.0,1945.0,1.0,0.0,1.0
93.0,530.0,1945.0,1.0,0.0,1.0
93.0,560.0,1945.0,1.0,0.0,1.0
93.0,630.0,1945.0,1.0,0.0,1.0
93.0,640.0,1945.0,1.0,0.0,1.0
93.0,645.0,1945.0,1.0,0.0,1.0
93.0,651.0,1945.0,1.0,0.0,1.0
93.0,670.0,1945.0,1.0,0.0,1.0
93.0,710.0,1945.0,1.0,0.0,1.0
93.0,900.0,1945.0,1.0,0.0,1.0
93.0,920.0,1945.0,1.0,0.0,1.0
94.0,2.0,1945.0,1.0,0.0,1.0
94.0,20.0,1945.0,1.0,0.0,1.0
94.0,40.0,1945.0,1.0,0.0,1.0
94.0,41.0,1945.0,1.0,0.0,1.0
94.0,42.0,1945.0,1.0,0.0,1.0
94.0,70.0,1945.0,1.0,0.0,1.0
94.0,90.0,1945.0,1.0,0.0,1.0
94.0,91.0,1945.0,1.0,0.0,1.0
94.0,92.0,1945.0,1.0,0.0,1.0
94.0,93.0,1945.0,1.0,0.0,1.0
94.0,95.0,1945.0,1.0,0.0,1.0
94.0,100.0,1945.0,1.0,0.0,1.0
94.0,101.0,1945.0,1.0,0.0,1.0
94.0,130.0,1945.0,1.0,0.0,1.0
94.0,135.0,1945.0,1.0,0.0,1.0
94.0,140.0,1945.0,1.0,0.0,1.0
94.0,145.0,1945.0,1.0,0.0,1.0
94.0,150.0,1945.0,1.0,0.0,1.0
94.0,155.0,1945.0,1.0,0.0,1.0
94.0,160.0,1945.0,1.0,0.0,1.0
94.0,165.0,1945.0,1.0,0.0,1.0
94.0,200.0,1945.0,1.0,0.0,1.0
94.0,210.0,1945.0,1.0,0.0,1.0
94.0,211.0,1945.0,1.0,0.0,1.0
94.0,212.0,1945.0,1.0,0.0,1.0
94.0,220.0,1945.0,1.0,0.0,1.0
94.0,290.0,1945.0,1.0,0.0,1.0
94.0,315.0,1945.0,1.0,0.0,1.0
94.0,345.0,1945.0,1.0,0.0,1.0
94.0,350.0,1945.0,1.0,0.0,1.0
94.0,365.0,1945.0,1.0,0.0,1.0
94.0,385.0,1945.0,1.0,0.0,1.0
94.0,450.0,1945.0,1.0,0.0,1.0
94.0,530.0,1945.0,1.0,0.0,1.0
94.0,560.0,1945.0,1.0,0.0,1.0
94.0,630.0,1945.0,1.0,0.0,1.0
94.0,640.0,1945.0,1.0,0.0,1.0
94.0,645.0,1945.0,1.0,0.0,1.0
94.0,651.0,1945.0,1.0,0.0,1.0
94.0,670.0,1945.0,1.0,0.0,1.0
94.0,710.0,1945.0,1.0,0.0,1.0
94.0,900.0,1945.0,1.0,0.0,1.0
94.0,920.0,1945.0,1.0,0.0,1.0
95.0,2.0,1945.0,1.0,0.0,1.0
95.0,20.0,1945.0,1.0,0.0,1.0
95.0,40.0,1945.0,1.0,0.0,1.0
95.0,41.0,1945.0,1.0,0.0,1.0
95.0,42.0,1945.0,1.0,0.0,1.0
95.0,70.0,1945.0,1.0,0.0,1.0
95.0,90.0,1945.0,1.0,0.0,1.0
95.0,91.0,1945.0,1.0,0.0,1.0
95.0,92.0,1945.0,1.0,0.0,1.0
95.0,93.0,1945.0,1.0,0.0,1.0
95.0,94.0,1945.0,1.0,0.0,1.0
95.0,100.0,1945.0,1.0,0.0,1.0
95.0,101.0,1945.0,1.0,0.0,1.0
95.0,130.0,1945.0,1.0,0.0,1.0
95.0,135.0,1945.0,1.0,0.0,1.0
95.0,140.0,1945.0,1.0,0.0,1.0
95.0,145.0,1945.0,1.0,0.0,1.0
95.0,150.0,1945.0,1.0,0.0,1.0
95.0,155.0,1945.0,1.0,0.0,1.0
95.0,160.0,1945.0,1.0,0.0,1.0
95.0,165.0,1945.0,1.0,0.0,1.0
95.0,200.0,1945.0,1.0,0.0,1.0
95.0,210.0,1945.0,1.0,0.0,1.0
95.0,211.0,1945.0,1.0,0.0,1.0
95.0,212.0,1945.0,1.0,0.0,1.0
95.0,220.0,1945.0,1.0,0.0,1.0
95.0,290.0,1945.0,1.0,0.0,1.0
95.0,315.0,1945.0,1.0,0.0,1.0
95.0,345.0,1945.0,1.0,0.0,1.0
95.0,350.0,1945.0,1.0,0.0,1.0
95.0,365.0,1945.0,1.0,0.0,1.0
95.0,385.0,1945.0,1.0,0.0,1.0
95.0,450.0,1945.0,1.0,0.0,1.0
95.0,530.0,1945.0,1.0,0.0,1.0
95.0,560.0,1945.0,1.0,0.0,1.0
95.0,630.0,1945.0,1.0,0.0,1.0
95.0,640.0,1945.0,1.0,0.0,1.0
95.0,645.0,1945.0,1.0,0.0,1.0
95.0,651.0,1945.0,1.0,0.0,1.0
95.0,670.0,1945.0,1.0,0.0,1.0
95.0,710.0,1945.0,1.0,0.0,1.0
95.0,900.0,1945.0,1.0,0.0,1.0
95.0,920.0,1945.0,1.0,0.0,1.0
100.0,2.0,1945.0,1.0,0.0,1.0
100.0,20.0,1945.0,1.0,0.0,1.0
100.0,40.0,1945.0,1.0,0.0,1.0
100.0,41.0,1945.0,1.0,0.0,1.0
100.0,42.0,1945.0,1.0,0.0,1.0
100.0,70.0,1945.0,1.0,0.0,1.0
100.0,90.0,1945.0,1.0,0.0,1.0
100.0,91.0,1945.0,1.0,0.0,1.0
100.0,92.0,1945.0,1.0,0.0,1.0
100.0,93.0,1945.0,1.0,0.0,1.0
100.0,94.0,1945.0,1.0,0.0,1.0
100.0,95.0,1945.0,1.0,0.0,1.0
100.0,101.0,1945.0,1.0,0.0,1.0
100.0,130.0,1945.0,1.0,0.0,1.0
100.0,135.0,1945.0,1.0,0.0,1.0
100.0,140.0,1945.0,1.0,0.0,1.0
100.0,145.0,1945.0,1.0,0.0,1.0
100.0,150.0,1945.0,1.0,0.0,1.0
100.0,155.0,1945.0,1.0,0.0,1.0
100.0,160.0,1945.0,1.0,0.0,1.0
100.0,165.0,1945.0,1.0,0.0,1.0
100.0,200.0,1945.0,1.0,0.0,1.0
100.0,210.0,1945.0,1.0,0.0,1.0
100.0,211.0,1945.0,1.0,0.0,1.0
100.0,212.0,1945.0,1.0,0.0,1.0
100.0,220.0,1945.0,1.0,0.0,1.0
100.0,290.0,1945.0,1.0,0.0,1.0
100.0,315.0,1945.0,1.0,0.0,1.0
100.0,345.0,1945.0,1.0,0.0,1.0
100.0,350.0,1945.0,1.0,0.0,1.0
100.0,365.0,1945.0,1.0,0.0,1.0
100.0,385.0,1945.0,1.0,0.0,1.0
100.0,450.0,1945.0,1.0,0.0,1.0
100.0,530.0,1945.0,1.0,0.0,1.0
100.0,560.0,1945.0,1.0,0.0,1.0
100.0,630.0,1945.0,1.0,0.0,1.0
100.0,640.0,1945.0,1.0,0.0,1.0
100.0,645.0,1945.0,1.0,0.0,1.0
100.0,651.0,1945.0,1.0,0.0,1.0
100.0,670.0,1945.0,1.0,0.0,1.0
100.0,710.0,1945.0,1.0,0.0,1.0
